Category,Book Title,UPC,Price,ISBN_13,ISBN_10,ISBN_Source,ISBN_Status
Default,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",76c84daa539426e2,Â£45.95,9780679603757,0679603751,google_books,fallback_used
Childrens,Twenty Yawns,1d6443ffba9dfd80,Â£22.08,9781477830680,1477830685,google_books,fallback_used
Sequential Art,Through the Woods,6e44bcbeac7f4360,Â£25.38,9781937226527,1937226522,google_books,fallback_used
Young Adult,This Is Where It Ends,f0f38174a7e689a3,Â£27.12,9781493441433,1493441434,google_books,fallback_used
Nonfiction,The Year of Magical Thinking,34c0d7c4ee5650af,Â£43.04,9780307279729,0307279723,google_books,fallback_used
Default,The Wright Brothers,08b2f71d93836313,Â£56.80,9781900747448,1900747448,google_books,fallback_used
Add a comment,The White Queen (The Cousins' War #1),6875c5657661b2fb,Â£25.91,9781416563914,1416563911,google_books,fallback_used
Romance,The Wedding Pact (The O'Malleys #2),c5cb9f885d8b3621,Â£32.61,9780349409689,0349409684,google_books,fallback_used
Fiction,The Time Keeper,e9906e2f0d189745,Â£27.88,9781405517379,1405517379,google_books,fallback_used
Fiction,The Testament of Mary,081305e6df719dff,Â£52.67,9781451688382,1451688385,google_books,fallback_used
Fantasy,The Star-Touched Queen,1528279aec1f3dce,Â£46.02,9781250085481,1250085489,google_books,fallback_used
Add a comment,The Song of Achilles,e88fb1c9397cfb27,Â£37.40,9781526634047,152663404X,google_books,fallback_used
Default,The Rosie Project (Don Tillman #1),012094e90a4b908d,Â£54.04,9781476729084,1476729085,google_books,fallback_used
Default,The Power of Habit: Why We Do What We Do in Life and Business,6bdd909329435e80,Â£16.88,9780679603856,0679603859,google_books,fallback_used
Historical Fiction,The Marriage of Opposites,52cf2a5933ec5d8f,Â£28.08,9781533455888,1533455880,google_books,fallback_used
Psychology,The Lucifer Effect: Understanding How Good People Turn Evil,4e812d32d64e2431,Â£10.40,9781588365873,1588365875,google_books,fallback_used
Humor,The Long Haul (Diary of a Wimpy Kid #9),f21effc079a2b38a,Â£44.07,9780141354224,0141354224,google_books,fallback_used
Horror,The Loney,2d88a31f325dfd3b,Â£23.40,9781473619845,147361984X,google_books,fallback_used
Nonfiction,The Literature Book (Big Ideas Simply Explained),4881cc53f6c8892f,Â£17.43,9780241015469,0241015464,google_books,fallback_used
Mystery,The Last Mile (Amos Decker #2),3bc89353f7e3a3cc,Â£54.21,9781455586486,145558648X,google_books,fallback_used
Add a comment,The Immortal Life of Henrietta Lacks,f72f61ad6a5f12ed,Â£40.67,9781529014679,1529014670,google_books,fallback_used
Fantasy,The Hidden Oracle (The Trials of Apollo #1),992974ba6a0536ea,Â£52.26,9786023852307,6023852300,google_books,fallback_used
Food and Drink,The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,ddc8340dabc8641b,Â£28.77,9781518225659,1518225659,google_books,fallback_used
Thriller,The Guilty (Will Robie #4),847935fc68707426,Â£13.82,9781455586417,1455586412,google_books,fallback_used
Fiction,The First Hostage (J.B. Collins #2),a86972014275e072,Â£25.85,9781496406156,149640615X,google_books,fallback_used
Add a comment,The Dovekeepers,3d76bc83c6b644c9,Â£48.78,9781451617498,1451617496,google_books,fallback_used
Young Adult,The Darkest Lie,6edacfd1f8ebb9eb,Â£35.35,9781426859885,1426859880,google_books,fallback_used
Fantasy,The Bane Chronicles (The Bane Chronicles #1-11),dc6f688b82e42a5b,Â£44.73,9781442496002,1442496002,google_books,fallback_used
Nonfiction,The Bad-Ass Librarians of Timbuktu: And Their Race to Save the Worldâs Most Precious Manuscripts,923831a05c9f91f7,Â£15.77,9781476777405,1476777403,google_books,fallback_used
Thriller,The 14th Colony (Cotton Malone #11),1b8187fa4bf6ab05,Â£39.24,9781473628298,1473628296,google_books,fallback_used
Mystery,Tastes Like Fear (DI Marnie Rome #3),2d1e337aaf341858,Â£10.69,9781529029475,1529029473,google_books,fallback_used
Fiction,Take Me with You,2c04320e110a14a3,Â£45.21,9780373863761,0373863764,google_books,fallback_used
Nonfiction,Swell: A Year of Waves,4c8b7540409da4ac,Â£45.58,9781452116495,1452116490,google_books,fallback_used
Sequential Art,Superman Vol. 1: Before Truth (Superman by Gene Luen Yang #1),ac8e3949d284e9a9,Â£11.89,9781401269425,1401269427,google_books,fallback_used
Fiction,Still Life with Bread Crumbs,fe44cc816576c652,Â£26.41,9780812995756,0812995759,google_books,fallback_used
Default,Steve Jobs,95019eac1c0a052f,Â£39.50,9780761319597,076131959X,google_books,fallback_used
Science,Sorting the Beef from the Bull: The Science of Food Fraud Forensics,3edcccc4f341fb1a,Â£44.74,9781472911346,1472911342,google_books,fallback_used
Contemporary,Someone Like You (The Harrisons #2),a278db6b2b09cf9f,Â£52.79,9781460397855,1460397851,google_books,fallback_used
Sequential Art,"So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6)",394f6d30cafc3edb,Â£35.43,9781421589954,1421589958,google_books,fallback_used
Fiction,Shtum,830fb3967c74866d,Â£55.84,9781409162995,1409162990,google_books,fallback_used
Travel,See America: A Celebration of Our National Parks & Treasured Sites,f9705c362f070608,Â£48.87,9781452148984,1452148988,google_books,fallback_used
Poetry,salt.,86cbddb61ea78bb7,Â£46.78,9781566768894,1566768896,google_books,fallback_used
Sequential Art,Robin War,85b2176b3b194030,Â£47.82,9781401269456,1401269451,google_books,fallback_used
Sequential Art,"Red Hood/Arsenal, Vol. 1: Open for Business (Red Hood/Arsenal #1)",31e2e2d9cca3778f,Â£25.48,9781401269302,1401269303,google_books,fallback_used
Poetry,"Quarter Life Poetry: Poems for the Young, Broke and Hangry",aa35446aab16017f,Â£50.89,9781455565276,145556527X,google_books,fallback_used
Horror,Pet Sematary,af58a74e4b2a23a0,Â£10.56,9781848940857,1848940858,google_books,fallback_used
Self Help,"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",8ecf0356a3878811,Â£52.15,9781455559879,1455559873,google_books,fallback_used
Childrens,Once Was a Time,e34efcc824685332,Â£18.28,9781452159706,145215970X,google_books,fallback_used
Humor,Old School (Diary of a Wimpy Kid #10),02b74068fa98d8a4,Â£11.83,9781613128275,1613128274,google_books,fallback_used
Nonfiction,No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,132ec5e8c984adef,Â£21.95,9781426216503,1426216505,google_books,fallback_used
Fiction,My Name Is Lucy Barton,727bf2b86b19ad88,Â£41.56,9786020459790,6020459799,google_books,fallback_used
Fiction,My Mrs. Brown,cc82685d9f49bc2c,Â£24.48,9781501108617,1501108611,google_books,fallback_used
Young Adult,My Kind of Crazy,137b0b2775701e11,Â£40.36,9781492631774,1492631779,google_books,fallback_used
Fiction,Mr. Mercedes (Bill Hodges Trilogy #1),caa2e5b3fb1b2d4c,Â£28.90,9786020351261,6020351262,google_books,fallback_used
Add a comment,More Than Music (Chasing the Dream #1),47d47155e89c8be7,Â£37.61,9781499607994,1499607997,google_books,fallback_used
Business,Made to Stick: Why Some Ideas Survive and Others Die,b96fc7a0ea7d4b45,Â£38.85,9781588365965,1588365964,google_books,fallback_used
Childrens,Luis Paints the World,5b43cae640f2338a,Â£53.95,9781467795562,1467795569,google_books,fallback_used
Default,Luckiest Girl Alive,d512871626a5e588,Â£49.83,9781447286226,1447286227,google_books,fallback_used
Sequential Art,Lowriders to the Center of the Earth (Lowriders in Space #2),a10c7515834240f3,Â£51.51,9781452183824,1452183821,google_books,fallback_used
Music,Love Is a Mix Tape (Music #1),adb5f51c2e2ab13f,Â£18.03,9780307351579,0307351572,google_books,fallback_used
Nonfiction,Looking for Lovely: Collecting the Moments that Matter,24af96df0bafb925,Â£29.14,9781433689260,143368926X,google_books,fallback_used
Default,"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",17fb5a88180f9904,Â£46.91,9781499083101,1499083106,google_books,fallback_used
Nonfiction,Let It Out: A Journey Through Journaling,1174156c4a0eccaa,Â£26.79,9781401947446,1401947441,google_books,fallback_used
Default,Lady Midnight (The Dark Artifices #1),708345c9897fd7c5,Â£16.28,9781534488021,1534488022,google_books,fallback_used
Food and Drink,"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",245e6bf08b8d2955,Â£19.55,9781455584222,1455584223,google_books,fallback_used
Fantasy,Island of Dragons (Unwanteds #7),2b52334fab158861,Â£29.65,9781442493377,1442493372,google_books,fallback_used
Humor,I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,b8a8ff84233f0570,Â£25.98,9781476770284,147677028X,google_books,fallback_used
Fiction,I Am Pilgrim (Pilgrim #1),aeff7b87a8e83ebb,Â£10.60,9781439177723,1439177724,google_books,fallback_used
Humor,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",fbb21a2f71f4d981,Â£14.75,9781446496527,144649652X,google_books,fallback_used
Default,"Hush, Hush (Hush, Hush #1)",6b6cd77fbc91b7a6,Â£47.02,9781310485565,1310485569,google_books,fallback_used
Romance,Hold Your Breath (Search and Rescue #1),0b165bd4b9f42fd5,Â£28.82,9781492628187,1492628182,google_books,fallback_used
Nonfiction,Hamilton: The Revolution,afa829857f82f99e,Â£58.79,9781455567539,1455567531,google_books,fallback_used
Default,Greek Mythic History,f201f263d8c23f97,Â£10.23,9781533658623,1533658625,google_books,fallback_used
Religion,God: The Most Unpleasant Character in All Fiction,eec424a84c9e4c68,Â£30.03,9781454918325,1454918322,google_books,fallback_used
Historical Fiction,Glory over Everything: Beyond The Kitchen House,de4b403cb629a29f,Â£45.84,9781476748450,1476748454,google_books,fallback_used
Art,Feathers: Displays of Brilliant Plumage,9194ae88379dbf1a,Â£49.05,9781452148922,1452148929,google_books,fallback_used
Nonfiction,"Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years",ac4dde0d1be05de0,Â£15.06,9781040156841,1040156843,google_books,fallback_used
Default,Every Last Word,a2bd4ca82d908442,Â£46.47,9781484706275,1484706277,google_books,fallback_used
Fiction,Eligible (The Austen Project #4),9eaf58b03a2779cc,Â£27.09,9781399500425,1399500422,google_books,fallback_used
Sequential Art,El Deafo,27c5968fe43cc06e,Â£57.62,9781613126219,1613126212,google_books,fallback_used
Fiction,Eight Hundred Grapes,1d6dd0c87d90fe92,Â£14.39,9781476789286,1476789282,google_books,fallback_used
Nonfiction,"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",a01f6d368ef64dc5,Â£51.75,9781401948429,1401948421,google_books,fallback_used
Health,"Eat Fat, Get Thin",047dfa57ba0bf638,Â£54.07,9780316338844,0316338842,google_books,fallback_used
Young Adult,Don't Get Caught,ad2887ce04583910,Â£55.35,9781492630159,1492630152,google_books,fallback_used
Horror,Doctor Sleep (The Shining #2),bf5de316a5e9a4ab,Â£40.12,9781982138868,1982138866,google_books,fallback_used
Fantasy,Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),3c6fe637a0180b01,Â£37.51,9781440874420,1440874425,google_books,fallback_used
Fiction,Dear Mr. Knightley,94a958ea126cdcd5,Â£11.21,9781401689698,1401689698,google_books,fallback_used
Default,Daily Fantasy Sports,0e94a089328be4bc,Â£36.58,9781935396840,1935396846,google_books,fallback_used
Christian,Crazy Love: Overwhelmed by a Relentless God,4b9d9cfe0f435788,Â£47.72,9780781411035,0781411033,google_books,fallback_used
Fiction,Cometh the Hour (The Clifton Chronicles #6),28cf0d1c51b491e5,Â£25.01,9781447252238,1447252233,google_books,fallback_used
Add a comment,Code Name Verity (Code Name Verity #1),33a3e0e3ffde0dcd,Â£22.13,9781423153252,1423153251,google_books,fallback_used
Default,Clockwork Angel (The Infernal Devices #1),42b0c50fc44140ec,Â£44.14,9781442483989,1442483989,google_books,fallback_used
Fantasy,City of Glass (The Mortal Instruments #3),966ebb738e0f9d9b,Â£56.02,9781481455985,1481455982,google_books,fallback_used
Default,City of Fallen Angels (The Mortal Instruments #4),1e264c677d4ee4ae,Â£11.23,9781442440432,1442440430,google_books,fallback_used
Default,City of Bones (The Mortal Instruments #1),5b987e54ee72525c,Â£43.28,9781481455923,1481455923,google_books,fallback_used
Default,City of Ashes (The Mortal Instruments #2),8a6ec2761f91dad2,Â£47.27,9781416972242,1416972242,google_books,fallback_used
Add a comment,Cell,bfbb54bc8cdeed2b,Â£20.29,9780199748921,0199748926,google_books,fallback_used
Young Adult,Catching Jordan (Hundred Oaks),e2e7b683b4c15b7d,Â£50.83,9781402262272,1402262272,google_books,fallback_used
Default,"Carry On, Warrior: Thoughts on Life Unarmed",1b0fc9f777cad045,Â£31.85,9781451698220,1451698224,google_books,fallback_used
Default,Carrie,5f22418922fa728b,Â£46.23,9781849436113,1849436118,google_books,fallback_used
Nonfiction,Buying In: The Secret Dialogue Between What We Buy and Who We Are,16ef91b9d827859c,Â£37.80,9781588367297,1588367290,google_books,fallback_used
Nonfiction,Brain on Fire: My Month of Madness,a80f66b254fe9eb3,Â£49.32,9780141975351,0141975350,google_books,fallback_used
Sequential Art,Batman: Europa,bf68dcb5fad3cc8c,Â£32.01,9783736725256,3736725256,google_books,fallback_used
Food and Drink,Barefoot Contessa Back to Basics,999912e63a3262ae,Â£28.01,9780593064009,0593064003,google_books,fallback_used
Food and Drink,Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,0e0da9192a025efc,Â£50.62,9780307885500,030788550X,google_books,fallback_used
Fiction,Balloon Animals,9b65f676984c9f0c,Â£17.03,9783755430810,3755430819,google_books,fallback_used
Sequential Art,Art Ops Vol. 1,ffdc825785c0ede8,Â£48.80,9781401269364,1401269362,google_books,fallback_used
Young Adult,Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),41164b8ac02a2c42,Â£58.14,9781442408944,1442408944,google_books,fallback_used
Add a comment,Angels Walking (Angels Walking #1),1fbb5f786e53a0ce,Â£34.20,9781501192074,1501192078,google_books,fallback_used
Default,Angels & Demons (Robert Langdon #1),ad41c24ccac0c7ce,Â£51.48,9780814665596,0814665594,google_books,fallback_used
Historical,All the Light We Cannot See,39861fc1c0845d15,Â£29.87,9781476746586,1476746583,google_books,fallback_used
Sequential Art,"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection",5319169a72714c62,Â£10.90,9781449478964,1449478964,google_books,fallback_used
Mystery,A Time of Torment (Charlie Parker #14),4416c474713ec1f5,Â£48.35,9781501118326,1501118323,google_books,fallback_used
Mystery,A Study in Scarlet (Sherlock Holmes #1),63ee5bc46066a8a8,Â£16.73,9780307430489,0307430480,google_books,fallback_used
Add a comment,"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",c1379d3744f1dd2c,Â£56.48,9781426216343,1426216343,google_books,fallback_used
Add a comment,A People's History of the United States,1ad06aed9349af46,Â£40.79,9781447279723,1447279727,google_books,fallback_used
Fiction,A Man Called Ove,8682c03de6a844ff,Â£39.72,9781668010815,166801081X,google_books,fallback_used
History,A Distant Mirror: The Calamitous 14th Century,d5e0526e1ab682a3,Â£14.58,9780345349576,0345349571,google_books,fallback_used
Add a comment,A Brush of Wings (Angels Walking #3),01a177623cce9596,Â£55.51,9781501192074,1501192078,google_books,fallback_used
History,1491: New Revelations of the Americas Before Columbus,6e8e5626ac4d279e,Â£21.80,9780307278180,0307278182,google_books,fallback_used
Default,"The Three Searches, Meaning, and the Story",ac5e0d3938caf686,Â£13.33,9781329695931,1329695933,google_books,fallback_used
Fantasy,Searching for Meaning in Gailana,2f0213137a80d485,Â£38.73,9781329194410,1329194411,google_books,fallback_used
Add a comment,Rook,44d97b6707dae3f0,Â£37.86,9781119428190,111942819X,google_books,fallback_used
Food and Drink,My Kitchen Year: 136 Recipes That Saved My Life,8bbd7df8a324f31d,Â£11.53,9780679605225,0679605223,google_books,fallback_used
Nonfiction,13 Hours: The Inside Account of What Really Happened In Benghazi,4be9d1910f8a4e80,Â£27.06,9781455582297,1455582298,google_books,fallback_used
Womens Fiction,Will You Won't You Want Me?,077b635ff2afc578,Â£13.86,9781466850187,1466850183,google_books,fallback_used
Science,Tipping Point for Planet Earth: How Close Are We to the Edge?,148715df5a02ea5e,Â£37.55,9781466852013,1466852011,google_books,fallback_used
Fantasy,The Star-Touched Queen,4a7a25be293ad678,Â£32.30,9781250085481,1250085489,google_books,fallback_used
Fiction,The Silent Sister (Riley MacPherson #1),ce1ae197ada2aec4,Â£46.29,9780230764040,0230764045,google_books,fallback_used
Add a comment,The Midnight Watch: A Novel of the Titanic and the Californian,14e44163678e24dc,Â£26.20,9781466893085,1466893087,google_books,fallback_used
Nonfiction,The Lonely City: Adventures in the Art of Being Alone,582a21a1dbbef3cf,Â£33.26,9781782111245,1782111247,google_books,fallback_used
Add a comment,The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,3063c7e95d0bf76f,Â£59.15,9781466887008,1466887001,google_books,fallback_used
Psychology,The Golden Condom: And Other Essays on Love Lost and Found,235fa48eeed11d82,Â£39.43,9781250055767,1250055768,google_books,fallback_used
Young Adult,The Epidemic (The Program 0.6),f732d7d18a91d2ba,Â£14.44,9781000923223,1000923223,google_books,fallback_used
Nonfiction,The Diary of a Young Girl,54fc03f1e1d355db,Â£59.90,9780307807533,0307807533,google_books,fallback_used
Young Adult,Stars Above (The Lunar Chronicles #4.5),b63ea3f7a57ae099,Â£48.05,9780606399494,0606399496,google_books,fallback_used
Nonfiction,Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,f40fea200e0c644f,Â£21.21,9781250031785,1250031788,google_books,fallback_used
Default,Raspberry Pi Electronics Projects for the Evil Genius,ebf81a62e4798fd1,Â£49.67,9781259640599,1259640590,google_books,fallback_used
Business,Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,8976d9161c027142,Â£43.14,9781250070517,1250070511,google_books,fallback_used
Horror,Psycho: Sanitarium (Psycho #1.5),b8d7b3f5c7a95d65,Â£36.97,9781466866775,1466866772,google_books,fallback_used
Mystery,Poisonous (Max Revere Novels #3),abdd91e96515a617,Â£26.80,9781466874732,1466874732,google_books,fallback_used
Add a comment,One with You (Crossfire #5),81ef44fcc5f454df,Â£15.71,9781405916462,140591646X,google_books,fallback_used
Young Adult,No Love Allowed (Dodge Cove #1),db84624b151cbe06,Â£54.65,9781509804481,150980448X,google_books,fallback_used
Mystery,Murder at the 42nd Street Library (Raymond Ambler #1),e7fe3bf2768602cf,Â£54.36,9781250036872,1250036879,google_books,fallback_used
Mystery,Most Wanted,c039f5aceb093537,Â£35.28,9781612340340,1612340342,google_books,fallback_used
Historical Fiction,"Love, Lies and Spies",9546d537fbf99eb6,Â£20.55,9781509818860,1509818863,google_books,fallback_used
Default,How to Speak Golf: An Illustrated Guide to Links Lingo,b978c9852cde91bd,Â£58.32,9781250071989,1250071984,google_books,fallback_used
Mystery,Hide Away (Eve Duncan #20),bddc6fd036eb6279,Â£11.84,9781466887206,1466887206,google_books,fallback_used
Nonfiction,Furiously Happy: A Funny Book About Horrible Things,c6a29d6df8de968c,Â£41.46,9781447238331,1447238338,google_books,fallback_used
Food and Drink,Everyday Italian: 125 Simple and Delicious Recipes,76319fe9d8b465a3,Â£20.10,9780307885616,0307885615,google_books,fallback_used
Politics,Equal Is Unfair: America's Misguided Fight Against Income Inequality,3968e3fbf4695d7c,Â£56.86,9781250890009,1250890004,google_books,fallback_used
Default,Eleanor & Park,6983328f15506cb9,Â£56.51,9781480812154,1480812153,google_books,fallback_used
Romance,Dirty (Dive Bar #1),df7e628bad5782b4,Â£40.83,9782709657273,2709657279,google_books,fallback_used
Horror,Can You Keep a Secret? (Fear Street Relaunch #4),d069086944f2e330,Â£48.64,9781250096487,1250096480,google_books,fallback_used
Mystery,Boar Island (Anna Pigeon #19),49b24c6a41b82bd2,Â£59.48,9781472202307,1472202309,google_books,fallback_used
Historical Fiction,A Paris Apartment,63343e287971bb0c,Â£39.01,9781466849624,1466849622,google_books,fallback_used
Food and Drink,"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",a4eef523118805ef,Â£38.77,9781250085535,1250085535,google_books,fallback_used
Default,Troublemaker: Surviving Hollywood and Scientology,515cb8fcafb1ad98,Â£48.39,9781101886977,1101886978,google_books,fallback_used
Nonfiction,"The Sleep Revolution: Transforming Your Life, One Night at a Time",985991708c47003e,Â£11.68,9781101904015,1101904011,google_books,fallback_used
Fiction,The Improbability of Love,437d8dea9272d0a9,Â£59.45,9781408862469,1408862468,google_books,fallback_used
Business,The Art of Startup Fundraising,1c584f82a7a1c4f0,Â£21.00,9781119191858,1119191858,google_books,fallback_used
Romance,Take Me Home Tonight (Rock Star Romance #3),cf62fa272b5f0fa3,Â£53.98,9781955462013,1955462011,google_books,fallback_used
Science Fiction,Sleeping Giants (Themis Files #1),f435aa99d864077d,Â£48.74,9781101886700,1101886706,google_books,fallback_used
Biography,"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",b06599b108e83f98,Â£21.15,9781466879195,146687919X,google_books,fallback_used
Mystery,Playing with Fire,05a61a3bd8ca4149,Â£13.71,9798216363446,,google_books,fallback_used
Fiction,Mothering Sunday,47e1b2d43f709995,Â£13.34,9780814618271,0814618278,google_books,fallback_used
Nonfiction,"Mother, Can You Not?",28b2df9fadc9f07e,Â£16.89,9781101907061,1101907061,google_books,fallback_used
Historical Fiction,Lilac Girls,bade9943ee01b63f,Â£17.28,9781101883068,1101883065,google_books,fallback_used
Fiction,Lies and Other Acts of Love,469508882dfc1991,Â£45.14,9781101987070,1101987073,google_books,fallback_used
Autobiography,Lab Girl,825d6c44da3ca5a6,Â£40.85,9781101874943,1101874945,google_books,fallback_used
Womens Fiction,Keep Me Posted,20dc4f1ac5d4fd9c,Â£20.46,9781101989883,1101989882,google_books,fallback_used
Psychology,It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,ce8666d9b42fc9a0,Â£56.27,9780593994436,0593994434,google_books,fallback_used
Womens Fiction,Grey (Fifty Shades #4),b5953ca1f8a0b8d7,Â£48.49,9780606371179,0606371176,google_books,fallback_used
Young Adult,"Exit, Pursued by a Bear",c65c25d990fc7025,Â£51.34,9781618730954,1618730959,google_books,fallback_used
Fiction,Daredevils,f608c903c451f387,Â£16.34,9781552858042,1552858049,google_books,fallback_used
Food and Drink,Cravings: Recipes for What You Want to Eat,2587c54f5530dafc,Â£20.50,9781508075509,1508075506,google_books,fallback_used
Business,Born for This: How to Find the Work You Were Meant to Do,816180220e8cb419,Â£21.59,9781447297529,1447297520,google_books,fallback_used
Default,Adultery,bb967277222e689c,Â£20.88,9780761479055,0761479058,google_books,fallback_used
Nonfiction,A Mother's Reckoning: Living in the Aftermath of Tragedy,2b69dec0193511d9,Â£19.53,9780753551660,0753551667,google_books,fallback_used
Romance,A Gentleman's Position (Society of Gentlemen #3),40c4bf520c17de54,Â£14.75,9781101886076,1101886072,google_books,fallback_used
Fiction,11/22/63,a9d7b75461084a26,Â£48.48,9781451627299,1451627297,google_books,fallback_used
Nonfiction,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",34669b2e9d407d3a,Â£24.57,9781444799064,1444799061,google_books,fallback_used
Health,10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,96aa539bfd4c07e2,Â£49.71,9781501100109,1501100106,google_books,fallback_used
Add a comment,Without Shame,ab60e6f5a63e1cfb,Â£48.27,9780736981798,0736981799,google_books,fallback_used
Add a comment,Watchmen,d1848064c54e01c7,Â£58.05,9781779501837,1779501838,google_books,fallback_used
Default,Unlimited Intuition Now,4fd0a2a350f016e6,Â£58.87,9780989450614,0989450619,google_books,fallback_used
Fiction,The Shack,903a9f8090104c2c,Â£28.03,9780964729292,0964729296,google_books,fallback_used
Default,The New Brand You: Your New Image Makes the Sale for You,4b50fb1359ebf35d,Â£44.05,9780991906024,0991906020,google_books,fallback_used
Food and Drink,"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",65cfc9f242c2984a,Â£12.34,9781607747406,1607747405,google_books,fallback_used
Science,"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",ca74f2e3c35a3e77,Â£55.91,9780307428530,0307428532,google_books,fallback_used
Health,The Art and Science of Low Carbohydrate Living,f9c87ccb2bc4853b,Â£52.98,9780983490708,0983490708,google_books,fallback_used
Young Adult,The Alien Club,e77594ece9b9d1fe,Â£54.40,9780997151312,0997151315,google_books,fallback_used
Novels,Suzie Snowflake: One beautiful flake (a self-esteem story),0e095ed785af7e43,Â£54.81,9780986872716,0986872717,google_books,fallback_used
Childrens,Nap-a-Roo,913e7109cec0cb4c,Â£25.08,9780986075001,0986075000,google_books,fallback_used
Default,"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",ee6c67859d70186b,Â£10.41,9780982400395,098240039X,google_books,fallback_used
Default,Modern Day Fables,6baac632f7711e26,Â£47.44,9798991882118,,google_books,fallback_used
Spirituality,If I Gave You God's Phone Number....: Searching for Spirituality in America,8fab4c4f6f82a4ce,Â£20.91,9780971703209,0971703205,google_books,fallback_used
Sequential Art,"Fruits Basket, Vol. 9 (Fruits Basket #9)",97187f5cf0385da3,Â£33.95,9781975358433,1975358430,google_books,fallback_used
Humor,Dress Your Family in Corduroy and Denim,7e9068872228c474,Â£43.68,9780316057899,0316057894,google_books,fallback_used
Young Adult,Don't Forget Steven,e845d305f64154f1,Â£33.23,9781926500010,1926500016,google_books,fallback_used
Nonfiction,Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,7186241e043de5dc,Â£35.92,9780993597534,099359753X,google_books,fallback_used
Art,Art and Fear: Observations on the Perils (and Rewards) of Artmaking,d6d9ffea95f2f8bf,Â£48.63,9781800815995,1800815999,google_books,fallback_used
Fantasy,A Shard of Ice (The Black Symphony Saga #1),63d5f1651880dcea,Â£56.63,9780991194711,0991194713,google_books,fallback_used
Add a comment,A Hero's Curse (The Unseen Chronicles #1),c181ca8eabe7d18c,Â£50.49,9780359638079,0359638074,google_books,fallback_used
Add a comment,23 Degrees South: A Tropical Tale of Changing Whether...,61cf7eb9d2cd8bb0,Â£35.79,9781135937423,1135937427,google_books,fallback_used
Nonfiction,"Zero to One: Notes on Startups, or How to Build the Future",e77033ce559947f7,Â£34.06,9780753550304,075355030X,google_books,fallback_used
Nonfiction,Why Not Me?,04f6c929888f4f11,Â£17.76,9798890276162,,google_books,fallback_used
Nonfiction,When Breath Becomes Air,b69c852e7e3956af,Â£39.36,9781473523494,1473523494,google_books,fallback_used
Travel,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,1809259a5a5f1d8d,Â£36.94,9780679647423,0679647422,google_books,fallback_used
Default,The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),e0bdd79c7304ee8d,Â£43.62,9781446488645,1446488640,google_books,fallback_used
Art,The New Drawing on the Right Side of the Brain,3eec766dda26fa64,Â£43.02,9780285641785,0285641786,google_books,fallback_used
Nonfiction,"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",5a0d2e9284004266,Â£28.45,9780805097689,0805097686,google_books,fallback_used
Default,The Martian (The Martian #1),9afd00e81d6208e6,Â£41.39,9780804139038,0804139032,google_books,fallback_used
Fiction,The High Mountains of Portugal,4f283dfcbeccc0d4,Â£51.15,9781782114727,1782114726,google_books,fallback_used
Short Stories,The Grownup,1bba4b1ba23ed2d6,Â£35.88,9781000841466,1000841464,google_books,fallback_used
